,dep_acomp_depth,dep_acomp_hierarchy,dep_acomp_iota,dep_acomp_iota_denom,dep_acomp_shape,dep_acomp_width,dep_advcl_depth,dep_advcl_hierarchy,dep_advcl_iota,dep_advcl_iota_denom,dep_advcl_shape,dep_advcl_width,dep_advmod_depth,dep_advmod_hierarchy,dep_advmod_iota,dep_advmod_iota_denom,dep_advmod_shape,dep_advmod_width,dep_agent_depth,dep_agent_hierarchy,dep_agent_iota,dep_agent_iota_denom,dep_agent_shape,dep_agent_width,dep_amod_depth,dep_amod_hierarchy,dep_amod_iota,dep_amod_iota_denom,dep_amod_shape,dep_amod_width,dep_appos_depth,dep_appos_hierarchy,dep_appos_iota,dep_appos_iota_denom,dep_appos_shape,dep_appos_width,dep_aux_depth,dep_aux_hierarchy,dep_aux_iota,dep_aux_iota_denom,dep_aux_shape,dep_aux_width,dep_auxpass_depth,dep_auxpass_hierarchy,dep_auxpass_iota,dep_auxpass_iota_denom,dep_auxpass_shape,dep_auxpass_width,dep_cc_depth,dep_cc_hierarchy,dep_cc_iota,dep_cc_iota_denom,dep_cc_shape,dep_cc_width,dep_ccomp_depth,dep_ccomp_hierarchy,dep_ccomp_iota,dep_ccomp_iota_denom,dep_ccomp_shape,dep_ccomp_width,dep_conj_depth,dep_conj_hierarchy,dep_conj_iota,dep_conj_iota_denom,dep_conj_shape,dep_conj_width,dep_cop_depth,dep_cop_hierarchy,dep_cop_iota,dep_cop_iota_denom,dep_cop_shape,dep_cop_width,dep_csubj_depth,dep_csubj_hierarchy,dep_csubj_iota,dep_csubj_iota_denom,dep_csubj_shape,dep_csubj_width,dep_dep_depth,dep_dep_hierarchy,dep_dep_iota,dep_dep_iota_denom,dep_dep_shape,dep_dep_width,dep_det_depth,dep_det_hierarchy,dep_det_iota,dep_det_iota_denom,dep_det_shape,dep_det_width,dep_discourse_depth,dep_discourse_hierarchy,dep_discourse_iota,dep_discourse_iota_denom,dep_discourse_shape,dep_discourse_width,dep_dobj_depth,dep_dobj_hierarchy,dep_dobj_iota,dep_dobj_iota_denom,dep_dobj_shape,dep_dobj_width,dep_expl_depth,dep_expl_hierarchy,dep_expl_iota,dep_expl_iota_denom,dep_expl_shape,dep_expl_width,dep_iobj_depth,dep_iobj_hierarchy,dep_iobj_iota,dep_iobj_iota_denom,dep_iobj_shape,dep_iobj_width,dep_mark_depth,dep_mark_hierarchy,dep_mark_iota,dep_mark_iota_denom,dep_mark_shape,dep_mark_width,dep_neg_depth,dep_neg_hierarchy,dep_neg_iota,dep_neg_iota_denom,dep_neg_shape,dep_neg_width,dep_nn_depth,dep_nn_hierarchy,dep_nn_iota,dep_nn_iota_denom,dep_nn_shape,dep_nn_width,dep_npadvmod_depth,dep_npadvmod_hierarchy,dep_npadvmod_iota,dep_npadvmod_iota_denom,dep_npadvmod_shape,dep_npadvmod_width,dep_nsubj_depth,dep_nsubj_hierarchy,dep_nsubj_iota,dep_nsubj_iota_denom,dep_nsubj_shape,dep_nsubj_width,dep_nsubjpass_depth,dep_nsubjpass_hierarchy,dep_nsubjpass_iota,dep_nsubjpass_iota_denom,dep_nsubjpass_shape,dep_nsubjpass_width,dep_num_depth,dep_num_hierarchy,dep_num_iota,dep_num_iota_denom,dep_num_shape,dep_num_width,dep_number_depth,dep_number_hierarchy,dep_number_iota,dep_number_iota_denom,dep_number_shape,dep_number_width,dep_parataxis_depth,dep_parataxis_hierarchy,dep_parataxis_iota,dep_parataxis_iota_denom,dep_parataxis_shape,dep_parataxis_width,dep_pcomp_depth,dep_pcomp_hierarchy,dep_pcomp_iota,dep_pcomp_iota_denom,dep_pcomp_shape,dep_pcomp_width,dep_pobj_depth,dep_pobj_hierarchy,dep_pobj_iota,dep_pobj_iota_denom,dep_pobj_shape,dep_pobj_width,dep_poss_depth,dep_poss_hierarchy,dep_poss_iota,dep_poss_iota_denom,dep_poss_shape,dep_poss_width,dep_possessive_depth,dep_possessive_hierarchy,dep_possessive_iota,dep_possessive_iota_denom,dep_possessive_shape,dep_possessive_width,dep_preconj_depth,dep_preconj_hierarchy,dep_preconj_iota,dep_preconj_iota_denom,dep_preconj_shape,dep_preconj_width,dep_predet_depth,dep_predet_hierarchy,dep_predet_iota,dep_predet_iota_denom,dep_predet_shape,dep_predet_width,dep_prep_depth,dep_prep_hierarchy,dep_prep_iota,dep_prep_iota_denom,dep_prep_shape,dep_prep_width,dep_prepc_depth,dep_prepc_hierarchy,dep_prepc_iota,dep_prepc_iota_denom,dep_prepc_shape,dep_prepc_width,dep_prt_depth,dep_prt_hierarchy,dep_prt_iota,dep_prt_iota_denom,dep_prt_shape,dep_prt_width,dep_quantmod_depth,dep_quantmod_hierarchy,dep_quantmod_iota,dep_quantmod_iota_denom,dep_quantmod_shape,dep_quantmod_width,dep_rcmod_depth,dep_rcmod_hierarchy,dep_rcmod_iota,dep_rcmod_iota_denom,dep_rcmod_shape,dep_rcmod_width,dep_tmod_depth,dep_tmod_hierarchy,dep_tmod_iota,dep_tmod_iota_denom,dep_tmod_shape,dep_tmod_width,dep_vmod_depth,dep_vmod_hierarchy,dep_vmod_iota,dep_vmod_iota_denom,dep_vmod_shape,dep_vmod_width,dep_xcomp_depth,dep_xcomp_hierarchy,dep_xcomp_iota,dep_xcomp_iota_denom,dep_xcomp_shape,dep_xcomp_width,has_aphasia
1053,4.0,-0.39624062518,0.360869565217,19.3333333333,3.16666666667,2.33333333333,8.1,-1.10087987352,0.291966818042,86.15,7.875,7.65,2.1935483871,0.0,0.48064516129,2.77419354839,1.59677419355,1.0,,,,,,,2.58333333333,-0.0910615834073,0.456120642702,5.54166666667,1.85416666667,1.125,5.27272727273,-0.620949683736,0.324664978228,21.4545454545,3.59090909091,1.90909090909,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,5.11111111111,-1.06834082794,0.298588636621,34.8333333333,4.41666666667,3.72222222222,6.8085106383,-1.13482687607,0.32770262819,60.2340425532,6.1914893617,5.57446808511,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.67532467532,-1.10567537312,0.466479853312,8.75324675325,2.0974025974,1.51948051948,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,5.33333333333,-0.73475285418,0.34274620415,32.4074074074,4.11111111111,2.88888888889,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.10526315789,0.0,0.489473684211,2.42105263158,1.55263157895,1.0,4.0,0.0,0.3,10.0,2.5,1.0,2.91228070175,-0.390464031623,0.450267522606,9.81578947368,2.18859649123,1.4649122807,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,6.0,-0.909131278743,0.28892820286,55.6666666667,6.0,6.0,,,,,,,2.66666666667,-0.955307917037,0.43137254902,7.0,2.0,1.33333333333,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,3.88888888889,-0.300517631732,0.362564505793,15.1666666667,2.75,1.61111111111,5.33333333333,0.348230694321,0.283224400871,17.6666666667,3.33333333333,1.33333333333,2.0,,0.5,2.0,1.5,1.0,,,,,,,7.6,-0.847870555059,0.280066604556,63.1333333333,6.26666666667,4.93333333333,,,,,,,6.0,0.384124706341,0.278518518519,20.3333333333,3.66666666667,1.33333333333,6.0,-0.714786855957,0.288554216867,46.5,5.25,4.5,1
1055,,,,,,,,,,,,,2.25,0.0,0.475,3.0,1.625,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,3.09090909091,-0.360586759603,0.406737967914,7.63636363636,2.13636363636,1.18181818182,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.55555555556,-0.436947291849,0.454262574595,6.16666666667,1.91666666667,1.27777777778,,,,,,,,,,,,,3.14285714286,-0.488826979259,0.383683473389,9.57142857143,2.28571428571,1.42857142857,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.5,-0.423812940488,0.395,9.75,2.375,1.25,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.0,-1.0,0.291666666667,24.0,3.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1056,,,,,,,6.4,-1.06071998503,0.281009359725,59.4,5.8,5.2,2.2,0.333333333333,0.484444444444,2.8,1.6,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,4.5,-0.488826979259,0.293841911765,17.25,3.125,1.75,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,5.64705882353,-0.880343076409,0.284430306646,34.9411764706,4.5,3.35294117647,4.94117647059,-0.710166745799,0.323471820648,25.5294117647,3.67647058824,2.41176470588,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.21052631579,-0.35750262482,0.386299990315,23.8421052632,3.26315789474,2.31578947368,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,4.2,-0.340663726683,0.334560822601,15.34,2.89,1.58,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.25301204819,-0.390785821688,0.414869164498,10.1686746988,2.3313253012,1.40963855422,2.4,0.0,0.46,3.6,1.7,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,6.0,-1.10178071507,0.283037511661,67.0,5.66666666667,5.33333333333,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,3.76470588235,-0.285972669506,0.375101876328,12.6274509804,2.63725490196,1.50980392157,6.0,-1.0,0.28125,32.0,4.5,3.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,6.66666666667,-1.15828312977,0.280393276273,49.1666666667,5.58333333333,4.5,4.0,0.0,0.3,10.0,2.5,1.0,5.0,-0.434985961229,0.284072341058,23.0,3.5,2.0,4.66666666667,-0.666666666667,0.290972222222,22.0,3.5,2.33333333333,1
1057,,,,,,,4.0,-1.0,0.291666666667,24.0,3.5,3.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,6.0,-0.428303505106,0.287601981352,25.0,4.0,2.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,7.0,-1.08932599979,0.27768115942,47.0,5.5,4.0,5.625,-0.545259445182,0.326068980468,29.5625,4.03125,2.4375,2.0,,0.5,2.0,1.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,4.88888888889,-0.490201700407,0.353813653329,36.2222222222,4.05555555556,3.22222222222,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.64705882353,-0.190277368244,0.34526384083,10.2352941176,2.44117647059,1.23529411765,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.51428571429,-0.652152628699,0.359835405273,22.3714285714,3.31428571429,2.11428571429,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,8.0,-1.10756124966,0.274193548387,62.0,6.5,5.0,,,,,,,3.5,-0.636871944691,0.347058823529,11.5,2.5,1.5,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,4.41666666667,-0.590486482463,0.342473683543,19.625,3.22916666667,2.04166666667,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,6.0,-0.923812940488,0.280625,28.5,4.25,2.5,,,,,,,5.2,-0.143519560687,0.288240047534,17.6,3.3,1.4,,,,,,,1
1058,4.0,-0.477653958518,0.297058823529,13.5,2.75,1.5,4.66666666667,-0.680762913884,0.29024122807,26.6666666667,3.83333333333,3.0,2.23255813953,-0.25,0.480959302326,3.25581395349,1.63953488372,1.04651162791,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,6.0,-0.705307917037,0.280625,28.5,4.25,2.5,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,4.94736842105,-0.905708158466,0.288115451569,29.8421052632,4.0,3.05263157895,6.2,-1.19758129386,0.283768132719,46.4,5.4,4.6,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.23076923077,-0.958496250072,0.41672008547,14.6153846154,2.57692307692,1.92307692308,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.125,-0.245788597073,0.333497660428,12.6875,2.71875,1.3125,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.21951219512,-0.105953235122,0.480243902439,2.96341463415,1.61585365854,1.01219512195,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,5.44444444444,-0.732013281482,0.286961566087,29.4444444444,4.16666666667,2.88888888889,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.15789473684,-0.321332746104,0.393202315251,8.84210526316,2.23684210526,1.31578947368,,,,,,,,,,,,,,,,,,,5.0,-0.901466899007,0.287058823529,21.0,3.5,2.0,3.0,-0.955307917037,0.397058823529,9.5,2.25,1.5,4.0,0.0,0.3,10.0,2.5,1.0,5.0,-0.281494976548,0.290625,21.0,3.5,2.0,1
1059,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,4.38095238095,-0.304497161049,0.349159522395,14.1904761905,2.88095238095,1.38095238095,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,3.5,-0.560586759603,0.370723039216,11.5,2.5,1.5,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.09090909091,-0.656215746346,0.424362041467,12.1818181818,2.40909090909,1.72727272727,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,3.5,-0.636871944691,0.347058823529,11.5,2.5,1.5,,,,,,,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.0,-0.589802823725,0.381070939263,22.75,3.125,2.25,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,3.23076923077,-0.24441348963,0.375829562594,8.53846153846,2.23076923077,1.23076923077,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,6.0,-1.3561015581,0.283582089552,67.0,7.0,8.0,,,,,,,6.0,0.384124706341,0.278518518519,20.3333333333,3.66666666667,1.33333333333,,,,,,,1
1060,,,,,,,7.09090909091,-1.32818148716,0.280335682377,63.7272727273,6.63636363636,6.18181818182,3.25,-0.288731481567,0.423245614035,11.5,2.375,1.5,,,,,,,2.0,,0.5,2.0,1.5,1.0,3.2,0.0,0.38,6.8,2.1,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,7.8,-1.36423646406,0.279429932467,77.9,7.65,7.5,5.29411764706,-0.793334360891,0.309076702068,35.4117647059,4.32352941176,3.35294117647,2.0,,0.5,2.0,1.5,1.0,4.66666666667,-0.303538611358,0.288671023965,17.3333333333,3.16666666667,1.66666666667,3.89473684211,-0.931964612895,0.398309644782,18.9473684211,3.02631578947,2.15789473684,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,4.18181818182,-0.540030121217,0.347906401067,17.5454545455,3.0,1.81818181818,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,3.0,-0.955307917037,0.397058823529,9.5,2.25,1.5,2.85185185185,-0.255643884825,0.417603485839,6.18518518519,1.98148148148,1.11111111111,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,6.0,-1.0,0.28125,32.0,4.5,3.0,6.0,1.0,0.277777777778,18.0,3.5,1.0,6.0,-0.855927810708,0.285090173865,51.7777777778,5.27777777778,4.55555555556,2.33333333333,0.0,0.466666666667,3.33333333333,1.66666666667,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,3.78947368421,-0.312743626016,0.365276897165,14.2456140351,2.72807017544,1.66666666667,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,4.0,0.0,0.3,10.0,2.5,1.0,5.6,0.4,0.282916666667,19.2,3.5,1.4,6.5,-0.966822571772,0.2840232747,38.0833333333,5.04166666667,3.58333333333,1
201,,,,,,,4.0,-1.0,0.291666666667,24.0,3.5,3.0,2.66666666667,-1.16635631394,0.47514619883,10.2222222222,2.16666666667,1.66666666667,,,,,,,2.0,,0.5,2.0,1.5,1.0,6.0,-0.736782627906,0.28768115942,39.5,4.75,3.5,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,7.81818181818,-0.837102575959,0.281494584501,50.5454545455,5.95454545455,4.09090909091,5.68421052632,-0.814100340136,0.319197433765,38.2631578947,4.57894736842,3.47368421053,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.53846153846,-0.44953821725,0.432683554732,17.6153846154,2.76923076923,2.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.34482758621,-0.373291082096,0.329265254251,16.0,2.98275862069,1.62068965517,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,3.78947368421,-0.622110025232,0.406208128479,14.0877192982,2.73684210526,1.68421052632,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,6.0,-1.04437576667,0.281137820513,32.0,4.5,3.0,,,,,,,4.5,-0.826099472713,0.393452380952,24.5,3.5,2.5,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,4.14035087719,-0.397788245324,0.346707759819,14.6140350877,2.85964912281,1.57894736842,6.0,-1.0,0.28125,32.0,4.5,3.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,6.0,-0.944076141926,0.28041025641,27.8,4.2,2.4,,,,,,,6.22222222222,0.0388267023344,0.280831539933,24.3333333333,4.0,1.77777777778,10.0,-0.815443417825,0.278003069915,73.1666666667,7.91666666667,5.83333333333,0
202,,,,,,,6.66666666667,-1.29019361414,0.282772458462,92.6666666667,7.83333333333,9.0,3.0,-0.490534748645,0.450697574031,7.94444444444,2.13888888889,1.27777777778,,,,,,,2.0,,0.5,2.0,1.5,1.0,4.0,-0.901466899007,0.358039215686,14.6666666667,2.83333333333,1.66666666667,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,7.77777777778,-1.38576781876,0.30201918073,79.0,7.22222222222,6.66666666667,5.69230769231,-0.87576117704,0.302271546181,34.6538461538,4.40384615385,3.11538461538,2.0,,0.5,2.0,1.5,1.0,7.0,-1.07236925697,0.279344262295,43.0,5.5,4.0,4.66666666667,-0.814585774597,0.359566682181,31.6666666667,4.0,3.33333333333,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.25,-0.507647077328,0.328387160447,18.0833333333,3.08333333333,1.91666666667,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.79245283019,-0.441258364997,0.452452310772,9.24528301887,2.12264150943,1.45283018868,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,6.0,1.0,0.277777777778,18.0,3.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,2.18181818182,0.0,0.481818181818,2.72727272727,1.59090909091,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,4.7037037037,-0.341305896745,0.314618256157,18.3333333333,3.2037037037,1.7037037037,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,5.66666666667,-0.878157829632,0.286968811417,36.8333333333,4.58333333333,3.5,4.0,0.0,0.3,10.0,2.5,1.0,5.33333333333,-0.461610458981,0.290909090909,25.0,3.66666666667,2.0,7.5,-1.16219728981,0.274977964165,59.125,6.1875,4.875,0
203,,,,,,,4.0,-1.19542223199,0.339774420262,35.0,4.0,4.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.18181818182,0.0,0.481818181818,2.72727272727,1.59090909091,1.0,4.28571428571,-0.536253458672,0.378629737609,35.2857142857,3.71428571429,3.14285714286,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,5.33333333333,-0.651769305679,0.288316993464,25.0,3.66666666667,2.0,3.81818181818,-0.887882765904,0.366173178015,25.0,3.27272727273,2.72727272727,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.63636363636,-1.03376931876,0.402225465869,15.6363636364,2.77272727273,1.90909090909,2.0,,0.5,2.0,1.5,1.0,,,,,,,4.0,-0.383314175631,0.336045751634,15.1333333333,2.86666666667,1.73333333333,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,3.46666666667,-0.477670104399,0.421171931523,11.3666666667,2.48333333333,1.5,3.0,0.0,0.4,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,4.125,-0.435744909944,0.339238554601,21.40625,3.109375,2.09375,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,7.33333333333,-0.572108525948,0.28341503268,42.0,5.5,3.66666666667,,,,,,,8.66666666667,-0.538427616519,0.275618027666,97.3333333333,7.83333333333,7.0,6.0,1.0,0.277777777778,18.0,3.5,1.0,0
204,,,,,,,6.44444444444,-1.1752671856,0.282744978721,65.6666666667,6.55555555556,6.66666666667,2.44444444444,0.2,0.462139917695,3.77777777778,1.72222222222,1.0,2.0,,0.5,2.0,1.5,1.0,3.0,-0.552529553045,0.459340659341,8.15384615385,2.15384615385,1.30769230769,4.0,0.0,0.3,10.0,2.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,7.05882352941,-1.17839577522,0.279720055504,85.6470588235,7.61764705882,8.17647058824,6.43243243243,-0.864269546218,0.312731200541,52.5405405405,5.58108108108,4.72972972973,2.0,,0.5,2.0,1.5,1.0,12.0,-1.3936112626,0.27,100.0,9.5,7.0,4.58333333333,-0.99911604997,0.36543035129,33.5,4.04166666667,3.5,2.0,,0.5,2.0,1.5,1.0,,,,,,,5.2972972973,-0.54786409788,0.328791039016,24.5675675676,3.75675675676,2.21621621622,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.43157894737,-0.658500368095,0.436535017853,14.8526315789,2.65263157895,1.87368421053,2.0,,0.5,2.0,1.5,1.0,2.30769230769,1.0,0.482905982906,3.23076923077,1.65384615385,1.0,2.0,,0.5,2.0,1.5,1.0,4.66666666667,-0.930827083454,0.285842293907,36.6666666667,4.16666666667,3.66666666667,,,,,,,5.5,-0.210753936286,0.332626262626,19.5,3.5,1.5,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,2.0,,0.5,2.0,1.5,1.0,4.62264150943,-0.475510068226,0.330085282972,18.4716981132,3.21698113208,1.81132075472,9.33333333333,-1.13405406761,0.280851886209,94.6666666667,8.16666666667,7.0,2.0,,0.5,2.0,1.5,1.0,4.0,0.0,0.3,10.0,2.5,1.0,5.73333333333,-0.919509996763,0.299144563989,32.0,4.36666666667,3.0,,,,,,,7.11111111111,-0.748012791001,0.279248098324,56.6666666667,6.05555555556,5.0,7.6,-1.01333650953,0.282776906233,42.6,5.6,3.6,0
205,,,,,,,5.0,-1.00263332056,0.288084464555,28.0,4.0,3.0,2.16666666667,0.0,0.483333333333,2.66666666667,1.58333333333,1.0,,,,,,,,,,,,,6.0,0.0761870595116,0.278888888889,21.5,3.75,1.5,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,6.33333333333,-0.603583206757,0.286387332711,39.5,4.91666666667,3.5,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.76923076923,-0.515778025069,0.450100553042,9.46153846154,2.15384615385,1.53846153846,2.0,,0.5,2.0,1.5,1.0,2.0,,0.5,2.0,1.5,1.0,5.2,-0.520628403873,0.310708831913,24.9,3.65,2.1,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,2.0,,0.5,2.0,1.5,1.0,,,,,,,3.52380952381,-0.500353421598,0.427860406789,11.0952380952,2.47619047619,1.42857142857,,,,,,,,,,,,,,,,,,,6.0,0.279070844809,0.279776674938,28.5,4.25,2.5,,,,,,,3.0,0.0,0.4,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.25,-0.525818915518,0.360673641909,16.8333333333,3.04166666667,1.83333333333,2.0,,0.5,2.0,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-0.708569229115,0.311204718569,33.4285714286,4.35714285714,2.71428571429,6.0,-0.447296020652,0.284659090909,32.3333333333,4.33333333333,2.66666666667,0
